Column,Unit,Description
f_vista_h,uJy,Total flux density in the H band of The VISTA InfraRed CAMera (VIRCAM) on The 4.1m Visible and Infrared Survey Telescope for Astronomy (VISTA).
ferr_vista_h,uJy,Uncertainty on f_vista_h.
f_ap_vista_h,uJy,"Aperture (nearest aperture to 2 arcsec, aperture correction applied) flux density in the H band of The VISTA InfraRed CAMera (VIRCAM) on The 4.1m Visible and Infrared Survey Telescope for Astronomy (VISTA)."
ferr_ap_vista_h,uJy,Uncertainty on f_ap_vista_h.
m_vista_h,mag,Total AB magnitude in the H band of The VISTA InfraRed CAMera (VIRCAM) on The 4.1m Visible and Infrared Survey Telescope for Astronomy (VISTA).
merr_vista_h,mag,Mean error on m_vista_h.
m_ap_vista_h,mag,"Aperture (nearest aperture to 2 arcsec, aperture correction applied) AB magnitude in the H band of The VISTA InfraRed CAMera (VIRCAM) on The 4.1m Visible and Infrared Survey Telescope for Astronomy (VISTA)."
merr_ap_vista_h,mag,Mean error on m_ap_vista_h
flag_vista_h,mag,Flag set to true for sources for which niether the vista_h aperture nor total flux should not be used for SED fitting (see documentation).
f_vista_j,uJy,Total flux density in the J band of The VISTA InfraRed CAMera (VIRCAM) on The 4.1m Visible and Infrared Survey Telescope for Astronomy (VISTA).
ferr_vista_j,uJy,Uncertainty on f_vista_j.
f_ap_vista_j,uJy,"Aperture (nearest aperture to 2 arcsec, aperture correction applied) flux density in the J band of The VISTA InfraRed CAMera (VIRCAM) on The 4.1m Visible and Infrared Survey Telescope for Astronomy (VISTA)."
ferr_ap_vista_j,uJy,Uncertainty on f_ap_vista_j.
m_vista_j,mag,Total AB magnitude in the J band of The VISTA InfraRed CAMera (VIRCAM) on The 4.1m Visible and Infrared Survey Telescope for Astronomy (VISTA).
merr_vista_j,mag,Mean error on m_vista_j.
m_ap_vista_j,mag,"Aperture (nearest aperture to 2 arcsec, aperture correction applied) AB magnitude in the J band of The VISTA InfraRed CAMera (VIRCAM) on The 4.1m Visible and Infrared Survey Telescope for Astronomy (VISTA)."
merr_ap_vista_j,mag,Mean error on m_ap_vista_j
flag_vista_j,mag,Flag set to true for sources for which niether the vista_j aperture nor total flux should not be used for SED fitting (see documentation).
f_vista_ks,uJy,Total flux density in the K band of The VISTA InfraRed CAMera (VIRCAM) on The 4.1m Visible and Infrared Survey Telescope for Astronomy (VISTA).
ferr_vista_ks,uJy,Uncertainty on f_vista_ks.
f_ap_vista_ks,uJy,"Aperture (nearest aperture to 2 arcsec, aperture correction applied) flux density in the K band of The VISTA InfraRed CAMera (VIRCAM) on The 4.1m Visible and Infrared Survey Telescope for Astronomy (VISTA)."
ferr_ap_vista_ks,uJy,Uncertainty on f_ap_vista_ks.
m_vista_ks,mag,Total AB magnitude in the K band of The VISTA InfraRed CAMera (VIRCAM) on The 4.1m Visible and Infrared Survey Telescope for Astronomy (VISTA).
merr_vista_ks,mag,Mean error on m_vista_ks.
m_ap_vista_ks,mag,"Aperture (nearest aperture to 2 arcsec, aperture correction applied) AB magnitude in the K band of The VISTA InfraRed CAMera (VIRCAM) on The 4.1m Visible and Infrared Survey Telescope for Astronomy (VISTA)."
merr_ap_vista_ks,mag,Mean error on m_ap_vista_ks
flag_vista_ks,mag,Flag set to true for sources for which niether the vista_ks aperture nor total flux should not be used for SED fitting (see documentation).
f_vista_y,uJy,Total flux density in the I band of The VISTA InfraRed CAMera (VIRCAM) on The 4.1m Visible and Infrared Survey Telescope for Astronomy (VISTA).
ferr_vista_y,uJy,Uncertainty on f_vista_y.
f_ap_vista_y,uJy,"Aperture (nearest aperture to 2 arcsec, aperture correction applied) flux density in the I band of The VISTA InfraRed CAMera (VIRCAM) on The 4.1m Visible and Infrared Survey Telescope for Astronomy (VISTA)."
ferr_ap_vista_y,uJy,Uncertainty on f_ap_vista_y.
m_vista_y,mag,Total AB magnitude in the I band of The VISTA InfraRed CAMera (VIRCAM) on The 4.1m Visible and Infrared Survey Telescope for Astronomy (VISTA).
merr_vista_y,mag,Mean error on m_vista_y.
m_ap_vista_y,mag,"Aperture (nearest aperture to 2 arcsec, aperture correction applied) AB magnitude in the I band of The VISTA InfraRed CAMera (VIRCAM) on The 4.1m Visible and Infrared Survey Telescope for Astronomy (VISTA)."
merr_ap_vista_y,mag,Mean error on m_ap_vista_y
flag_vista_y,mag,Flag set to true for sources for which niether the vista_y aperture nor total flux should not be used for SED fitting (see documentation).
f_vista_z,uJy,Total flux density in the I band of The VISTA InfraRed CAMera (VIRCAM) on The 4.1m Visible and Infrared Survey Telescope for Astronomy (VISTA).
ferr_vista_z,uJy,Uncertainty on f_vista_z.
f_ap_vista_z,uJy,"Aperture (nearest aperture to 2 arcsec, aperture correction applied) flux density in the I band of The VISTA InfraRed CAMera (VIRCAM) on The 4.1m Visible and Infrared Survey Telescope for Astronomy (VISTA)."
ferr_ap_vista_z,uJy,Uncertainty on f_ap_vista_z.
m_vista_z,mag,Total AB magnitude in the I band of The VISTA InfraRed CAMera (VIRCAM) on The 4.1m Visible and Infrared Survey Telescope for Astronomy (VISTA).
merr_vista_z,mag,Mean error on m_vista_z.
m_ap_vista_z,mag,"Aperture (nearest aperture to 2 arcsec, aperture correction applied) AB magnitude in the I band of The VISTA InfraRed CAMera (VIRCAM) on The 4.1m Visible and Infrared Survey Telescope for Astronomy (VISTA)."
merr_ap_vista_z,mag,Mean error on m_ap_vista_z
flag_vista_z,mag,Flag set to true for sources for which niether the vista_z aperture nor total flux should not be used for SED fitting (see documentation).
f_wfc3_f098,uJy,Total flux density in the 50-100nm band of The Wide Field Camera 3 (WFC3) on Hubble Space Telescope (HST).
ferr_wfc3_f098,uJy,Uncertainty on f_wfc3_f098.
f_ap_wfc3_f098,uJy,"Aperture (nearest aperture to 2 arcsec, aperture correction applied) flux density in the 50-100nm band of The Wide Field Camera 3 (WFC3) on Hubble Space Telescope (HST)."
ferr_ap_wfc3_f098,uJy,Uncertainty on f_ap_wfc3_f098.
m_wfc3_f098,mag,Total AB magnitude in the 50-100nm band of The Wide Field Camera 3 (WFC3) on Hubble Space Telescope (HST).
merr_wfc3_f098,mag,Mean error on m_wfc3_f098.
m_ap_wfc3_f098,mag,"Aperture (nearest aperture to 2 arcsec, aperture correction applied) AB magnitude in the 50-100nm band of The Wide Field Camera 3 (WFC3) on Hubble Space Telescope (HST)."
merr_ap_wfc3_f098,mag,Mean error on m_ap_wfc3_f098
flag_wfc3_f098,mag,Flag set to true for sources for which niether the wfc3_f098 aperture nor total flux should not be used for SED fitting (see documentation).
f_wfc3_f105w,uJy,Total flux density in the 100-200nm band of The Wide Field Camera 3 (WFC3) on Hubble Space Telescope (HST).
ferr_wfc3_f105w,uJy,Uncertainty on f_wfc3_f105w.
f_ap_wfc3_f105w,uJy,"Aperture (nearest aperture to 2 arcsec, aperture correction applied) flux density in the 100-200nm band of The Wide Field Camera 3 (WFC3) on Hubble Space Telescope (HST)."
ferr_ap_wfc3_f105w,uJy,Uncertainty on f_ap_wfc3_f105w.
m_wfc3_f105w,mag,Total AB magnitude in the 100-200nm band of The Wide Field Camera 3 (WFC3) on Hubble Space Telescope (HST).
merr_wfc3_f105w,mag,Mean error on m_wfc3_f105w.
m_ap_wfc3_f105w,mag,"Aperture (nearest aperture to 2 arcsec, aperture correction applied) AB magnitude in the 100-200nm band of The Wide Field Camera 3 (WFC3) on Hubble Space Telescope (HST)."
merr_ap_wfc3_f105w,mag,Mean error on m_ap_wfc3_f105w
flag_wfc3_f105w,mag,Flag set to true for sources for which niether the wfc3_f105w aperture nor total flux should not be used for SED fitting (see documentation).
f_wfc3_f125w,uJy,Total flux density in the 100-200nm band of The Wide Field Camera 3 (WFC3) on Hubble Space Telescope (HST).
ferr_wfc3_f125w,uJy,Uncertainty on f_wfc3_f125w.
f_ap_wfc3_f125w,uJy,"Aperture (nearest aperture to 2 arcsec, aperture correction applied) flux density in the 100-200nm band of The Wide Field Camera 3 (WFC3) on Hubble Space Telescope (HST)."
ferr_ap_wfc3_f125w,uJy,Uncertainty on f_ap_wfc3_f125w.
m_wfc3_f125w,mag,Total AB magnitude in the 100-200nm band of The Wide Field Camera 3 (WFC3) on Hubble Space Telescope (HST).
merr_wfc3_f125w,mag,Mean error on m_wfc3_f125w.
m_ap_wfc3_f125w,mag,"Aperture (nearest aperture to 2 arcsec, aperture correction applied) AB magnitude in the 100-200nm band of The Wide Field Camera 3 (WFC3) on Hubble Space Telescope (HST)."
merr_ap_wfc3_f125w,mag,Mean error on m_ap_wfc3_f125w
flag_wfc3_f125w,mag,Flag set to true for sources for which niether the wfc3_f125w aperture nor total flux should not be used for SED fitting (see documentation).
f_wfc3_f140w,uJy,Total flux density in the 100-200nm band of The Wide Field Camera 3 (WFC3) on Hubble Space Telescope (HST).
ferr_wfc3_f140w,uJy,Uncertainty on f_wfc3_f140w.
f_ap_wfc3_f140w,uJy,"Aperture (nearest aperture to 2 arcsec, aperture correction applied) flux density in the 100-200nm band of The Wide Field Camera 3 (WFC3) on Hubble Space Telescope (HST)."
ferr_ap_wfc3_f140w,uJy,Uncertainty on f_ap_wfc3_f140w.
m_wfc3_f140w,mag,Total AB magnitude in the 100-200nm band of The Wide Field Camera 3 (WFC3) on Hubble Space Telescope (HST).
merr_wfc3_f140w,mag,Mean error on m_wfc3_f140w.
m_ap_wfc3_f140w,mag,"Aperture (nearest aperture to 2 arcsec, aperture correction applied) AB magnitude in the 100-200nm band of The Wide Field Camera 3 (WFC3) on Hubble Space Telescope (HST)."
merr_ap_wfc3_f140w,mag,Mean error on m_ap_wfc3_f140w
flag_wfc3_f140w,mag,Flag set to true for sources for which niether the wfc3_f140w aperture nor total flux should not be used for SED fitting (see documentation).
f_wfc3_f160w,uJy,Total flux density in the 100-200nm band of The Wide Field Camera 3 (WFC3) on Hubble Space Telescope (HST).
ferr_wfc3_f160w,uJy,Uncertainty on f_wfc3_f160w.
f_ap_wfc3_f160w,uJy,"Aperture (nearest aperture to 2 arcsec, aperture correction applied) flux density in the 100-200nm band of The Wide Field Camera 3 (WFC3) on Hubble Space Telescope (HST)."
ferr_ap_wfc3_f160w,uJy,Uncertainty on f_ap_wfc3_f160w.
m_wfc3_f160w,mag,Total AB magnitude in the 100-200nm band of The Wide Field Camera 3 (WFC3) on Hubble Space Telescope (HST).
merr_wfc3_f160w,mag,Mean error on m_wfc3_f160w.
m_ap_wfc3_f160w,mag,"Aperture (nearest aperture to 2 arcsec, aperture correction applied) AB magnitude in the 100-200nm band of The Wide Field Camera 3 (WFC3) on Hubble Space Telescope (HST)."
merr_ap_wfc3_f160w,mag,Mean error on m_ap_wfc3_f160w
flag_wfc3_f160w,mag,Flag set to true for sources for which niether the wfc3_f160w aperture nor total flux should not be used for SED fitting (see documentation).
f_wfc_g,uJy,Total flux density in the B band of The Wide Field Camera (WFC) on Isaac Newton Telescope (INT).
ferr_wfc_g,uJy,Uncertainty on f_wfc_g.
f_ap_wfc_g,uJy,"Aperture (nearest aperture to 2 arcsec, aperture correction applied) flux density in the B band of The Wide Field Camera (WFC) on Isaac Newton Telescope (INT)."
ferr_ap_wfc_g,uJy,Uncertainty on f_ap_wfc_g.
m_wfc_g,mag,Total AB magnitude in the B band of The Wide Field Camera (WFC) on Isaac Newton Telescope (INT).
merr_wfc_g,mag,Mean error on m_wfc_g.
m_ap_wfc_g,mag,"Aperture (nearest aperture to 2 arcsec, aperture correction applied) AB magnitude in the B band of The Wide Field Camera (WFC) on Isaac Newton Telescope (INT)."
merr_ap_wfc_g,mag,Mean error on m_ap_wfc_g
flag_wfc_g,mag,Flag set to true for sources for which niether the wfc_g aperture nor total flux should not be used for SED fitting (see documentation).
f_wfc_i,uJy,Total flux density in the I band of The Wide Field Camera (WFC) on Isaac Newton Telescope (INT).
ferr_wfc_i,uJy,Uncertainty on f_wfc_i.
f_ap_wfc_i,uJy,"Aperture (nearest aperture to 2 arcsec, aperture correction applied) flux density in the I band of The Wide Field Camera (WFC) on Isaac Newton Telescope (INT)."
ferr_ap_wfc_i,uJy,Uncertainty on f_ap_wfc_i.
m_wfc_i,mag,Total AB magnitude in the I band of The Wide Field Camera (WFC) on Isaac Newton Telescope (INT).
merr_wfc_i,mag,Mean error on m_wfc_i.
m_ap_wfc_i,mag,"Aperture (nearest aperture to 2 arcsec, aperture correction applied) AB magnitude in the I band of The Wide Field Camera (WFC) on Isaac Newton Telescope (INT)."
merr_ap_wfc_i,mag,Mean error on m_ap_wfc_i
flag_wfc_i,mag,Flag set to true for sources for which niether the wfc_i aperture nor total flux should not be used for SED fitting (see documentation).
f_wfc_r,uJy,Total flux density in the R band of The Wide Field Camera (WFC) on Isaac Newton Telescope (INT).
ferr_wfc_r,uJy,Uncertainty on f_wfc_r.
f_ap_wfc_r,uJy,"Aperture (nearest aperture to 2 arcsec, aperture correction applied) flux density in the R band of The Wide Field Camera (WFC) on Isaac Newton Telescope (INT)."
ferr_ap_wfc_r,uJy,Uncertainty on f_ap_wfc_r.
m_wfc_r,mag,Total AB magnitude in the R band of The Wide Field Camera (WFC) on Isaac Newton Telescope (INT).
merr_wfc_r,mag,Mean error on m_wfc_r.
m_ap_wfc_r,mag,"Aperture (nearest aperture to 2 arcsec, aperture correction applied) AB magnitude in the R band of The Wide Field Camera (WFC) on Isaac Newton Telescope (INT)."
merr_ap_wfc_r,mag,Mean error on m_ap_wfc_r
flag_wfc_r,mag,Flag set to true for sources for which niether the wfc_r aperture nor total flux should not be used for SED fitting (see documentation).
f_wfc_u,uJy,Total flux density in the U band of The Wide Field Camera (WFC) on Isaac Newton Telescope (INT).
ferr_wfc_u,uJy,Uncertainty on f_wfc_u.
f_ap_wfc_u,uJy,"Aperture (nearest aperture to 2 arcsec, aperture correction applied) flux density in the U band of The Wide Field Camera (WFC) on Isaac Newton Telescope (INT)."
ferr_ap_wfc_u,uJy,Uncertainty on f_ap_wfc_u.
m_wfc_u,mag,Total AB magnitude in the U band of The Wide Field Camera (WFC) on Isaac Newton Telescope (INT).
merr_wfc_u,mag,Mean error on m_wfc_u.
m_ap_wfc_u,mag,"Aperture (nearest aperture to 2 arcsec, aperture correction applied) AB magnitude in the U band of The Wide Field Camera (WFC) on Isaac Newton Telescope (INT)."
merr_ap_wfc_u,mag,Mean error on m_ap_wfc_u
flag_wfc_u,mag,Flag set to true for sources for which niether the wfc_u aperture nor total flux should not be used for SED fitting (see documentation).
f_wfc_z,uJy,Total flux density in the I band of The Wide Field Camera (WFC) on Isaac Newton Telescope (INT).
ferr_wfc_z,uJy,Uncertainty on f_wfc_z.
f_ap_wfc_z,uJy,"Aperture (nearest aperture to 2 arcsec, aperture correction applied) flux density in the I band of The Wide Field Camera (WFC) on Isaac Newton Telescope (INT)."
ferr_ap_wfc_z,uJy,Uncertainty on f_ap_wfc_z.
m_wfc_z,mag,Total AB magnitude in the I band of The Wide Field Camera (WFC) on Isaac Newton Telescope (INT).
merr_wfc_z,mag,Mean error on m_wfc_z.
m_ap_wfc_z,mag,"Aperture (nearest aperture to 2 arcsec, aperture correction applied) AB magnitude in the I band of The Wide Field Camera (WFC) on Isaac Newton Telescope (INT)."
merr_ap_wfc_z,mag,Mean error on m_ap_wfc_z
flag_wfc_z,mag,Flag set to true for sources for which niether the wfc_z aperture nor total flux should not be used for SED fitting (see documentation).
f_wfi_416n,uJy,Total flux density in the B band of The Wide Field Imager (WFI) on The Max Planck Gesellschaft (MPG) telescope.
ferr_wfi_416n,uJy,Uncertainty on f_wfi_416n.
f_ap_wfi_416n,uJy,"Aperture (nearest aperture to 2 arcsec, aperture correction applied) flux density in the B band of The Wide Field Imager (WFI) on The Max Planck Gesellschaft (MPG) telescope."
ferr_ap_wfi_416n,uJy,Uncertainty on f_ap_wfi_416n.
m_wfi_416n,mag,Total AB magnitude in the B band of The Wide Field Imager (WFI) on The Max Planck Gesellschaft (MPG) telescope.
merr_wfi_416n,mag,Mean error on m_wfi_416n.
m_ap_wfi_416n,mag,"Aperture (nearest aperture to 2 arcsec, aperture correction applied) AB magnitude in the B band of The Wide Field Imager (WFI) on The Max Planck Gesellschaft (MPG) telescope."
merr_ap_wfi_416n,mag,Mean error on m_ap_wfi_416n
flag_wfi_416n,mag,Flag set to true for sources for which niether the wfi_416n aperture nor total flux should not be used for SED fitting (see documentation).
f_wfi_461n,uJy,Total flux density in the B band of The Wide Field Imager (WFI) on The Max Planck Gesellschaft (MPG) telescope.
ferr_wfi_461n,uJy,Uncertainty on f_wfi_461n.
f_ap_wfi_461n,uJy,"Aperture (nearest aperture to 2 arcsec, aperture correction applied) flux density in the B band of The Wide Field Imager (WFI) on The Max Planck Gesellschaft (MPG) telescope."
ferr_ap_wfi_461n,uJy,Uncertainty on f_ap_wfi_461n.
m_wfi_461n,mag,Total AB magnitude in the B band of The Wide Field Imager (WFI) on The Max Planck Gesellschaft (MPG) telescope.
merr_wfi_461n,mag,Mean error on m_wfi_461n.
m_ap_wfi_461n,mag,"Aperture (nearest aperture to 2 arcsec, aperture correction applied) AB magnitude in the B band of The Wide Field Imager (WFI) on The Max Planck Gesellschaft (MPG) telescope."
merr_ap_wfi_461n,mag,Mean error on m_ap_wfi_461n
flag_wfi_461n,mag,Flag set to true for sources for which niether the wfi_461n aperture nor total flux should not be used for SED fitting (see documentation).
f_wfi_485n,uJy,Total flux density in the B band of The Wide Field Imager (WFI) on The Max Planck Gesellschaft (MPG) telescope.
ferr_wfi_485n,uJy,Uncertainty on f_wfi_485n.
f_ap_wfi_485n,uJy,"Aperture (nearest aperture to 2 arcsec, aperture correction applied) flux density in the B band of The Wide Field Imager (WFI) on The Max Planck Gesellschaft (MPG) telescope."
ferr_ap_wfi_485n,uJy,Uncertainty on f_ap_wfi_485n.
m_wfi_485n,mag,Total AB magnitude in the B band of The Wide Field Imager (WFI) on The Max Planck Gesellschaft (MPG) telescope.
merr_wfi_485n,mag,Mean error on m_wfi_485n.
m_ap_wfi_485n,mag,"Aperture (nearest aperture to 2 arcsec, aperture correction applied) AB magnitude in the B band of The Wide Field Imager (WFI) on The Max Planck Gesellschaft (MPG) telescope."
merr_ap_wfi_485n,mag,Mean error on m_ap_wfi_485n
flag_wfi_485n,mag,Flag set to true for sources for which niether the wfi_485n aperture nor total flux should not be used for SED fitting (see documentation).
f_wfi_518n,uJy,Total flux density in the V band of The Wide Field Imager (WFI) on The Max Planck Gesellschaft (MPG) telescope.
ferr_wfi_518n,uJy,Uncertainty on f_wfi_518n.
f_ap_wfi_518n,uJy,"Aperture (nearest aperture to 2 arcsec, aperture correction applied) flux density in the V band of The Wide Field Imager (WFI) on The Max Planck Gesellschaft (MPG) telescope."
ferr_ap_wfi_518n,uJy,Uncertainty on f_ap_wfi_518n.
m_wfi_518n,mag,Total AB magnitude in the V band of The Wide Field Imager (WFI) on The Max Planck Gesellschaft (MPG) telescope.
merr_wfi_518n,mag,Mean error on m_wfi_518n.
m_ap_wfi_518n,mag,"Aperture (nearest aperture to 2 arcsec, aperture correction applied) AB magnitude in the V band of The Wide Field Imager (WFI) on The Max Planck Gesellschaft (MPG) telescope."
merr_ap_wfi_518n,mag,Mean error on m_ap_wfi_518n
flag_wfi_518n,mag,Flag set to true for sources for which niether the wfi_518n aperture nor total flux should not be used for SED fitting (see documentation).
f_wfi_571n,uJy,Total flux density in the V band of The Wide Field Imager (WFI) on The Max Planck Gesellschaft (MPG) telescope.
ferr_wfi_571n,uJy,Uncertainty on f_wfi_571n.
f_ap_wfi_571n,uJy,"Aperture (nearest aperture to 2 arcsec, aperture correction applied) flux density in the V band of The Wide Field Imager (WFI) on The Max Planck Gesellschaft (MPG) telescope."
ferr_ap_wfi_571n,uJy,Uncertainty on f_ap_wfi_571n.
m_wfi_571n,mag,Total AB magnitude in the V band of The Wide Field Imager (WFI) on The Max Planck Gesellschaft (MPG) telescope.
merr_wfi_571n,mag,Mean error on m_wfi_571n.
m_ap_wfi_571n,mag,"Aperture (nearest aperture to 2 arcsec, aperture correction applied) AB magnitude in the V band of The Wide Field Imager (WFI) on The Max Planck Gesellschaft (MPG) telescope."
merr_ap_wfi_571n,mag,Mean error on m_ap_wfi_571n
flag_wfi_571n,mag,Flag set to true for sources for which niether the wfi_571n aperture nor total flux should not be used for SED fitting (see documentation).
f_wfi_604n,uJy,Total flux density in the R band of The Wide Field Imager (WFI) on The Max Planck Gesellschaft (MPG) telescope.
ferr_wfi_604n,uJy,Uncertainty on f_wfi_604n.
f_ap_wfi_604n,uJy,"Aperture (nearest aperture to 2 arcsec, aperture correction applied) flux density in the R band of The Wide Field Imager (WFI) on The Max Planck Gesellschaft (MPG) telescope."
ferr_ap_wfi_604n,uJy,Uncertainty on f_ap_wfi_604n.
m_wfi_604n,mag,Total AB magnitude in the R band of The Wide Field Imager (WFI) on The Max Planck Gesellschaft (MPG) telescope.
merr_wfi_604n,mag,Mean error on m_wfi_604n.
m_ap_wfi_604n,mag,"Aperture (nearest aperture to 2 arcsec, aperture correction applied) AB magnitude in the R band of The Wide Field Imager (WFI) on The Max Planck Gesellschaft (MPG) telescope."
merr_ap_wfi_604n,mag,Mean error on m_ap_wfi_604n
flag_wfi_604n,mag,Flag set to true for sources for which niether the wfi_604n aperture nor total flux should not be used for SED fitting (see documentation).
f_wfi_646n,uJy,Total flux density in the R band of The Wide Field Imager (WFI) on The Max Planck Gesellschaft (MPG) telescope.
ferr_wfi_646n,uJy,Uncertainty on f_wfi_646n.
f_ap_wfi_646n,uJy,"Aperture (nearest aperture to 2 arcsec, aperture correction applied) flux density in the R band of The Wide Field Imager (WFI) on The Max Planck Gesellschaft (MPG) telescope."
ferr_ap_wfi_646n,uJy,Uncertainty on f_ap_wfi_646n.
m_wfi_646n,mag,Total AB magnitude in the R band of The Wide Field Imager (WFI) on The Max Planck Gesellschaft (MPG) telescope.
merr_wfi_646n,mag,Mean error on m_wfi_646n.
m_ap_wfi_646n,mag,"Aperture (nearest aperture to 2 arcsec, aperture correction applied) AB magnitude in the R band of The Wide Field Imager (WFI) on The Max Planck Gesellschaft (MPG) telescope."
merr_ap_wfi_646n,mag,Mean error on m_ap_wfi_646n
flag_wfi_646n,mag,Flag set to true for sources for which niether the wfi_646n aperture nor total flux should not be used for SED fitting (see documentation).
f_wfi_696n,uJy,Total flux density in the R band of The Wide Field Imager (WFI) on The Max Planck Gesellschaft (MPG) telescope.
ferr_wfi_696n,uJy,Uncertainty on f_wfi_696n.
f_ap_wfi_696n,uJy,"Aperture (nearest aperture to 2 arcsec, aperture correction applied) flux density in the R band of The Wide Field Imager (WFI) on The Max Planck Gesellschaft (MPG) telescope."
ferr_ap_wfi_696n,uJy,Uncertainty on f_ap_wfi_696n.
m_wfi_696n,mag,Total AB magnitude in the R band of The Wide Field Imager (WFI) on The Max Planck Gesellschaft (MPG) telescope.
merr_wfi_696n,mag,Mean error on m_wfi_696n.
m_ap_wfi_696n,mag,"Aperture (nearest aperture to 2 arcsec, aperture correction applied) AB magnitude in the R band of The Wide Field Imager (WFI) on The Max Planck Gesellschaft (MPG) telescope."
merr_ap_wfi_696n,mag,Mean error on m_ap_wfi_696n
flag_wfi_696n,mag,Flag set to true for sources for which niether the wfi_696n aperture nor total flux should not be used for SED fitting (see documentation).
f_wfi_753n,uJy,Total flux density in the I band of The Wide Field Imager (WFI) on The Max Planck Gesellschaft (MPG) telescope.
ferr_wfi_753n,uJy,Uncertainty on f_wfi_753n.
f_ap_wfi_753n,uJy,"Aperture (nearest aperture to 2 arcsec, aperture correction applied) flux density in the I band of The Wide Field Imager (WFI) on The Max Planck Gesellschaft (MPG) telescope."
ferr_ap_wfi_753n,uJy,Uncertainty on f_ap_wfi_753n.
m_wfi_753n,mag,Total AB magnitude in the I band of The Wide Field Imager (WFI) on The Max Planck Gesellschaft (MPG) telescope.
merr_wfi_753n,mag,Mean error on m_wfi_753n.
m_ap_wfi_753n,mag,"Aperture (nearest aperture to 2 arcsec, aperture correction applied) AB magnitude in the I band of The Wide Field Imager (WFI) on The Max Planck Gesellschaft (MPG) telescope."
merr_ap_wfi_753n,mag,Mean error on m_ap_wfi_753n
flag_wfi_753n,mag,Flag set to true for sources for which niether the wfi_753n aperture nor total flux should not be used for SED fitting (see documentation).
f_wfi_815n,uJy,Total flux density in the I band of The Wide Field Imager (WFI) on The Max Planck Gesellschaft (MPG) telescope.
ferr_wfi_815n,uJy,Uncertainty on f_wfi_815n.
f_ap_wfi_815n,uJy,"Aperture (nearest aperture to 2 arcsec, aperture correction applied) flux density in the I band of The Wide Field Imager (WFI) on The Max Planck Gesellschaft (MPG) telescope."
ferr_ap_wfi_815n,uJy,Uncertainty on f_ap_wfi_815n.
m_wfi_815n,mag,Total AB magnitude in the I band of The Wide Field Imager (WFI) on The Max Planck Gesellschaft (MPG) telescope.
merr_wfi_815n,mag,Mean error on m_wfi_815n.
m_ap_wfi_815n,mag,"Aperture (nearest aperture to 2 arcsec, aperture correction applied) AB magnitude in the I band of The Wide Field Imager (WFI) on The Max Planck Gesellschaft (MPG) telescope."
merr_ap_wfi_815n,mag,Mean error on m_ap_wfi_815n
flag_wfi_815n,mag,Flag set to true for sources for which niether the wfi_815n aperture nor total flux should not be used for SED fitting (see documentation).
f_wfi_856n,uJy,Total flux density in the I band of The Wide Field Imager (WFI) on The Max Planck Gesellschaft (MPG) telescope.
ferr_wfi_856n,uJy,Uncertainty on f_wfi_856n.
f_ap_wfi_856n,uJy,"Aperture (nearest aperture to 2 arcsec, aperture correction applied) flux density in the I band of The Wide Field Imager (WFI) on The Max Planck Gesellschaft (MPG) telescope."
ferr_ap_wfi_856n,uJy,Uncertainty on f_ap_wfi_856n.
m_wfi_856n,mag,Total AB magnitude in the I band of The Wide Field Imager (WFI) on The Max Planck Gesellschaft (MPG) telescope.
merr_wfi_856n,mag,Mean error on m_wfi_856n.
m_ap_wfi_856n,mag,"Aperture (nearest aperture to 2 arcsec, aperture correction applied) AB magnitude in the I band of The Wide Field Imager (WFI) on The Max Planck Gesellschaft (MPG) telescope."
merr_ap_wfi_856n,mag,Mean error on m_ap_wfi_856n
flag_wfi_856n,mag,Flag set to true for sources for which niether the wfi_856n aperture nor total flux should not be used for SED fitting (see documentation).
f_wfi_914n,uJy,Total flux density in the I band of The Wide Field Imager (WFI) on The Max Planck Gesellschaft (MPG) telescope.
ferr_wfi_914n,uJy,Uncertainty on f_wfi_914n.
f_ap_wfi_914n,uJy,"Aperture (nearest aperture to 2 arcsec, aperture correction applied) flux density in the I band of The Wide Field Imager (WFI) on The Max Planck Gesellschaft (MPG) telescope."
ferr_ap_wfi_914n,uJy,Uncertainty on f_ap_wfi_914n.
m_wfi_914n,mag,Total AB magnitude in the I band of The Wide Field Imager (WFI) on The Max Planck Gesellschaft (MPG) telescope.
merr_wfi_914n,mag,Mean error on m_wfi_914n.
m_ap_wfi_914n,mag,"Aperture (nearest aperture to 2 arcsec, aperture correction applied) AB magnitude in the I band of The Wide Field Imager (WFI) on The Max Planck Gesellschaft (MPG) telescope."
merr_ap_wfi_914n,mag,Mean error on m_ap_wfi_914n
flag_wfi_914n,mag,Flag set to true for sources for which niether the wfi_914n aperture nor total flux should not be used for SED fitting (see documentation).
f_wfi_b,uJy,Total flux density in the B band of The Wide Field Imager (WFI) on The Max Planck Gesellschaft (MPG) telescope.
ferr_wfi_b,uJy,Uncertainty on f_wfi_b.
f_ap_wfi_b,uJy,"Aperture (nearest aperture to 2 arcsec, aperture correction applied) flux density in the B band of The Wide Field Imager (WFI) on The Max Planck Gesellschaft (MPG) telescope."
ferr_ap_wfi_b,uJy,Uncertainty on f_ap_wfi_b.
m_wfi_b,mag,Total AB magnitude in the B band of The Wide Field Imager (WFI) on The Max Planck Gesellschaft (MPG) telescope.
merr_wfi_b,mag,Mean error on m_wfi_b.
